Acquired on 3/8/2002 at 23:43:29
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1547.044772	193783.957319	-12.167593	1689.797901	-1257.743039	40.195075	261.587440	7.297662	-8.886978	0.110834	0.221965	0.110191	0.218448	0.121610	-1.408850	2.746131	1.263388	0.096276	0.000000	1549.097110	-9.157708	-49.352783	48180.801514	0.865698	0.706838
   1547.047322	193783.637801	-12.116302	1686.589620	-7376.167306	40.567129	223.225762	7.365176	-9.378863	0.112676	0.223057	0.109908	0.219834	0.328343	-1.182296	2.953069	1.487979	0.097804	0.000000	1549.638345	-9.106383	-49.673512	75083.577611	0.923849	0.622258
   1547.049873	193783.318284	-11.995507	1667.774252	-4261.481770	39.083273	260.190554	7.470464	-9.842456	0.110362	0.225522	0.112174	0.225164	0.051522	-1.455095	2.674503	1.220945	0.099332	0.000000	1549.496272	-8.985744	-48.069017	226343.901186	1.005665	0.516727
   1547.052424	193782.998766	-11.947844	1656.903890	-917.498282	47.500134	396.383234	7.597575	-10.293706	0.110271	0.226932	0.112334	0.226802	-0.351481	-1.851581	2.307029	0.816402	0.100860	0.000000	1549.869991	-8.937622	-56.437755	407882.418983	1.060178	0.506420
   1547.054975	193782.679249	-11.850466	1654.563490	-8151.812189	61.459602	473.713978	7.729384	-10.749740	0.113749	0.232229	0.111392	0.226572	-0.843620	-2.326615	1.812714	0.327614	0.102388	0.000000	1549.738348	-8.840169	-70.299771	324853.337634	1.100747	0.496277
   1547.057526	193782.359731	-11.749085	1633.769376	-7349.864120	56.410548	276.041950	7.902940	-11.173508	0.114904	0.234582	0.112890	0.229611	-1.123406	-2.592110	1.533823	0.058443	0.103916	0.000000	1549.364408	-8.738795	-65.149344	132363.097383	1.139691	0.487277
   1547.060077	193782.040214	-11.708699	1615.020856	-383.223618	43.976709	964.942834	8.114134	-11.569119	0.117079	0.234544	0.112042	0.231677	-2.097684	2.728464	0.552025	-0.909370	0.105445	0.000000	1549.655608	-8.698573	-52.675282	830056.452966	1.169144	0.477577
   1547.062628	193781.720696	-11.626575	1614.043301	-6620.969624	43.164749	95.699293	8.327292	-11.972249	0.117984	0.238652	0.111299	0.232937	-2.025935	2.796700	0.617187	-0.852712	0.106973	0.000000	1549.658191	-8.616484	-51.781233	437619.139251	1.232453	0.467450
   1547.065178	193781.401178	-11.519908	1597.153981	-3021.643758	43.326936	92.135837	8.574356	-12.350953	0.118480	0.240769	0.113012	0.236987	-1.947285	2.881041	0.710042	-0.759688	0.108501	0.000000	1549.765673	-8.509810	-51.836746	14363.522135	1.329269	0.469207
   1547.067729	193781.081661	-11.436755	1589.446096	4683.085133	39.672941	190.487812	8.836894	-12.723664	0.121753	0.240637	0.115292	0.240091	-2.138734	2.701269	0.509463	-0.937244	0.110029	0.000000	1550.133760	-8.426923	-48.099864	103714.272354	1.438302	0.482350
   1547.070280	193780.762143	-11.372078	1601.392177	6919.585597	37.986231	22.546348	9.075449	-13.129839	0.123120	0.241671	0.115983	0.242500	-2.111570	2.719432	0.537656	-0.921623	0.111557	0.000000	1549.313532	-8.362469	-46.348699	83680.024431	1.517332	0.508646
   1547.072831	193780.442626	-11.290009	1619.043406	7780.531592	37.708670	29.640530	9.278569	-13.580932	0.124048	0.244531	0.116282	0.244743	-2.126879	2.714963	0.526767	-0.920945	0.113086	0.000000	1549.519096	-8.280445	-45.989115	17342.231112	1.564836	0.513277
   1547.075382	193780.123108	-11.189362	1638.890893	-2225.475251	37.449425	22.043549	9.441842	-14.081352	0.126015	0.247445	0.117679	0.247246	-2.156643	2.691003	0.495127	-0.943327	0.114614	0.000000	1550.206009	-8.179843	-45.629269	8454.201474	1.575495	0.510140
   1547.077933	193779.803591	-11.191712	1633.213873	-3961.094415	36.525031	36.242673	9.616513	-14.579857	0.126516	0.245479	0.118741	0.248273	-2.208379	2.621914	0.449351	-0.998469	0.116142	0.000000	1549.867202	-8.182378	-44.707409	14246.939122	1.550504	0.504752
   1547.080484	193779.484073	-11.166352	1623.109384	5896.879588	35.312550	27.977186	9.811469	-15.067557	0.128549	0.245931	0.119237	0.248337	-2.238064	2.598480	0.406208	-1.029223	0.117670	0.000000	1550.359418	-8.157329	-43.469879	11268.523293	1.509657	0.461426
   1547.083035	193779.164556	-11.050738	1638.151982	5771.953222	34.830898	90.406468	9.976226	-15.594937	0.131232	0.250569	0.120172	0.250144	-2.312021	2.510208	0.313081	-1.120738	0.119198	0.000000	1549.422013	-8.041866	-42.872763	43582.574766	1.454782	0.407147
   1547.085586	193778.845038	-11.019313	1652.875948	5472.021927	36.710935	119.403967	10.111423	-16.161359	0.130556	0.251590	0.122249	0.250745	-2.435910	2.382332	0.199455	-1.228021	0.120726	0.000000	1549.489909	-8.009940	-44.720874	58823.137748	1.388473	0.405851
